Employee ID,Departments,Promoted,Review,Projects,Salary,Tenure,Satisfaction,averageWorkingHours_month,left
30020340,Technical,0,0.52,6,Medium,4,0.22,175,0
30020341,Technical,0,0.82,3,Medium,3,0.91,183,0
30020342,Technical,0,0.74,4,Medium,4,0.87,190,0
30020343,Technical,0,0.69,3,HIgh,2,0.95,225,0
30020344,Technical,0,0.75,3,Low,3,0.99,215,0
30020345,Support,0,0.57,3,Medium,4,0.99,176,0
30020346,Support,0,0.99,4,Medium,3,0.77,153,0
30020347,Support,0,0.68,3,Medium,2,0.75,150,0
30020348,Support,0,0.54,4,Medium,5,0.83,259,0
30020349,Support,0,0.39,3,Low,2,0.61,99,0
30020350,Support,0,0.97,3,Low,2,0.91,167,0
30020351,Support,0,0.64,3,Low,3,0.47,192,0
30020352,Support,0,0.61,5,Low,3,0.77,146,0
30020353,Support,0,0.51,3,Low,3,0.55,190,0
30020354,Support,0,0.48,5,Low,3,0.32,246,0
30020355,Support,0,0.67,6,Low,3,0.96,190,0
30020356,Technical,0,0.79,5,Low,2,0.72,260,0
30020357,Technical,0,0.9,4,Low,3,0.8,136,0
30020358,Technical,0,0.55,4,Low,3,0.61,231,0
30020359,Management,0,0.88,3,Low,2,0.97,204,0
30020360,IT,0,0.93,4,Low,3,0.63,201,0
30020361,IT,0,0.92,3,Low,3,0.92,159,0
30020362,IT,0,0.74,5,Low,3,0.94,171,0
30020363,IT,0,0.72,6,Low,4,0.79,240,0
30020364,IT,0,0.73,2,Low,4,0.75,152,0
30020365,Product Management,0,0.99,3,Low,3,0.78,151,0
30020366,Product Management,0,0.45,6,Low,2,0.96,232,0
30020367,Product Management,0,0.68,4,Low,5,0.65,128,0
30020368,Product Management,0,0.94,3,Low,6,0.18,187,0
30020369,IT,0,0.51,3,Low,2,0.94,160,0
30020370,Research and Development,0,0.79,4,Medium,3,0.84,259,0
30020371,Research and Development,0,0.54,2,Medium,2,0.67,136,0
30020372,Research and Development,0,0.5,4,Medium,3,0.71,253,0
30020373,Research and Development,0,0.64,3,Medium,3,0.56,260,0
30020374,Research and Development,0,0.56,5,Medium,6,0.29,231,0
30020375,Marketing,0,0.9,3,Medium,2,0.47,101,0
30020376,Sales,0,0.69,2,Medium,3,0.4,174,0
30020377,Accounting,0,0.82,4,Medium,2,0.81,167,0
30020378,Support,0,0.99,3,Medium,3,0.96,148,0
30020379,Technical,0,0.75,6,Medium,5,0.99,139,0
30020380,Management,0,0.77,4,Medium,3,0.75,136,0
30020381,Marketing,0,0.74,4,Medium,2,0.75,153,0
30020382,Marketing,0,0.86,4,HIgh,2,1,161,0
30020383,Marketing,0,0.53,2,Low,2,0.52,163,0
30020384,Sales,0,0.74,3,Medium,3,0.98,164,0
30020385,Sales,0,0.64,2,Medium,5,0.6,137,0
30020386,Sales,0,0.44,3,Medium,3,0.38,137,0
30020387,Sales,0,0.41,6,Medium,5,0.51,106,0
30020388,Sales,0,0.61,2,Low,2,0.91,272,0
30020389,Sales,0,0.62,5,Low,3,0.56,238,0
30020390,Sales,0,0.69,4,Low,4,0.58,223,0
30020391,Sales,0,0.53,3,Low,2,0.51,201,0
30020392,Sales,0,0.55,6,Low,4,0.91,97,0
30020393,Sales,0,0.98,2,Low,6,0.8,232,0
30020394,Sales,0,0.83,4,Low,3,0.55,199,0
30020395,Sales,0,0.53,3,Low,3,0.62,141,0
30020396,Sales,0,0.6,3,Low,2,0.62,171,0
30020397,Sales,0,0.58,4,Low,3,0.87,212,0
30020398,Sales,0,0.5,5,Low,2,0.65,270,0
30020399,Sales,0,0.64,3,Low,2,0.51,267,0
30020400,Sales,0,0.77,3,Low,2,0.98,134,0
30020401,Sales,0,0.43,4,Low,5,0.13,165,0
30020402,Sales,0,0.76,5,Low,4,0.78,168,0
30020403,Accounting,0,0.98,3,Low,2,0.6,262,0
30020404,Accounting,0,0.69,3,Low,2,0.68,185,0
30020405,Accounting,0,0.84,3,Low,3,0.55,237,0
30020406,Human Resource,0,0.79,4,Low,3,0.99,192,0
30020407,Human Resource,0,0.68,5,Low,2,0.92,236,0
30020408,Human Resource,0,0.65,4,Low,4,1,202,0
30020409,Human Resource,0,0.93,4,Medium,2,0.77,171,0
30020410,Technical,0,0.7,5,Medium,3,0.86,160,0
30020411,Technical,0,0.84,2,Medium,3,0.89,252,0
30020412,Technical,0,0.55,5,Medium,3,0.58,206,0
30020413,Technical,0,0.66,3,Medium,2,0.56,212,0
30020414,Technical,0,0.64,3,Medium,3,0.38,111,0
30020415,Technical,0,0.64,3,Medium,2,0.62,240,0
30020416,Technical,0,0.77,2,Medium,2,0.66,171,0
30020417,Technical,0,0.44,3,Medium,2,0.3,129,0
30020418,Technical,0,0.83,3,Medium,2,0.82,271,0
30020419,Technical,0,0.68,4,Medium,2,0.96,162,0
30020420,Technical,0,0.95,3,Medium,3,0.66,191,0
30020421,Support,0,0.5,5,HIgh,3,0.79,176,0
30020422,Support,0,0.77,3,Low,2,0.97,182,0
30020423,Support,0,0.65,3,Medium,3,0.59,226,0
30020424,Support,0,0.48,4,Medium,3,0.57,161,0
30020425,Support,0,0.53,4,Medium,3,0.64,163,0
30020426,Support,0,0.51,5,Medium,4,0.14,173,0
30020427,Support,0,0.55,3,Low,2,0.48,228,0
30020428,Support,0,1,3,Low,3,0.78,139,0
30020429,Support,0,0.62,5,Low,5,0.96,128,0
30020430,Support,0,0.97,3,Low,2,0.82,115,0
30020431,Support,0,0.9,5,Low,4,0.94,191,0
30020432,Technical,0,0.66,4,Low,3,0.95,183,0
30020433,Technical,0,0.43,3,Low,3,0.59,173,0
30020434,Technical,0,0.89,4,Low,2,0.69,174,0
30020435,Management,0,0.72,3,Low,3,0.74,213,0
30020436,IT,0,0.67,4,Low,4,0.67,192,0
30020437,IT,0,0.52,3,Low,2,0.83,167,0
30020438,IT,0,0.85,3,Low,3,0.81,263,0
30020439,IT,0,0.73,2,Low,3,0.54,100,0
30020440,IT,0,0.83,3,Low,3,0.89,164,0
30020441,Product Management,0,0.74,5,Low,2,0.79,172,0
30020442,Product Management,0,0.58,4,Low,3,0.46,171,0
30020443,Product Management,0,0.93,4,Low,3,0.99,236,0
30020444,Product Management,0,0.9,5,Low,4,0.75,186,0
30020445,IT,0,0.82,4,Low,3,0.93,175,0
30020446,Research and Development,0,0.6,5,Low,3,0.65,227,0
30020447,Research and Development,0,0.63,4,Low,6,0.19,142,0
30020448,Research and Development,0,0.61,2,Medium,2,0.48,121,0
30020449,Research and Development,0,0.64,5,Medium,3,0.95,234,0
30020450,Research and Development,0,0.77,4,Medium,3,0.92,185,0
30020451,Marketing,0,0.54,4,Medium,3,0.84,160,0
30020452,Sales,0,0.63,4,Medium,3,0.37,153,0
30020453,Accounting,0,0.74,3,Medium,6,0.22,199,0
30020454,Support,0,0.54,3,Medium,2,0.64,166,0
30020455,Technical,0,0.88,2,Medium,3,0.72,247,0
30020456,Management,0,0.69,4,Medium,3,0.48,245,0
30020457,Marketing,0,0.55,5,Medium,4,0.12,242,0
30020458,Marketing,0,0.98,5,Medium,2,0.78,158,0
30020459,Marketing,0,0.74,3,Medium,3,0.71,163,0
30020460,Sales,0,0.69,3,HIgh,3,0.38,99,0
30020461,Sales,0,0.85,4,Low,3,0.57,164,0
30020462,Sales,0,0.51,3,Medium,3,0.72,160,0
30020463,Sales,0,0.57,2,Medium,3,0.6,184,0
30020464,Sales,0,0.55,5,Medium,2,0.61,266,0
30020465,Sales,0,0.64,4,Medium,2,0.67,190,0
30020466,Sales,0,0.97,5,Low,2,0.97,192,0
30020467,Sales,0,0.6,3,Low,6,0.22,205,0
30020468,Sales,0,0.53,4,Low,5,0.15,205,0
30020469,Sales,0,0.6,3,Low,3,0.6,258,0
30020470,Sales,0,0.8,5,Low,2,0.15,151,0
30020471,Sales,0,0.81,3,Low,2,0.5,148,0
30020472,Sales,0,0.67,3,Low,2,0.9,179,0
30020473,Sales,0,0.51,6,Low,2,0.84,141,0
30020474,Sales,0,0.78,5,Low,2,0.74,216,0
30020475,Sales,0,0.51,3,Low,2,0.72,235,0
30020476,Sales,0,0.63,3,Low,4,0.93,160,0
30020477,Sales,0,0.69,3,Low,4,0.54,141,0
30020478,Sales,0,0.65,4,Low,2,0.87,246,0
30020479,Accounting,0,0.98,5,Low,4,0.19,226,0
30020480,Accounting,0,0.4,4,Low,2,0.33,212,0
30020481,Accounting,0,0.93,4,Low,3,0.94,220,0
30020482,Human Resource,0,0.49,4,Low,2,0.77,266,0
30020483,Human Resource,0,0.82,3,Low,2,0.48,183,0
30020484,Human Resource,0,0.74,5,Low,3,0.7,263,0
30020485,Human Resource,0,0.93,4,Low,4,0.54,161,0
30020486,Technical,0,0.98,4,Low,2,0.61,199,0
30020487,Technical,0,0.4,4,Medium,4,0.97,258,0
30020488,Technical,0,0.85,3,Medium,2,0.6,209,0
30020489,Technical,0,0.84,5,Medium,3,0.93,135,0
30020490,Technical,0,0.69,4,Medium,2,0.48,222,0
30020491,Technical,0,0.76,5,Medium,3,0.16,192,0
30020492,Technical,0,0.75,3,Medium,3,0.18,250,0
30020493,Technical,0,0.75,3,Medium,3,0.84,187,0
30020494,Technical,0,0.63,4,Medium,3,0.69,217,0
30020495,Technical,0,0.88,4,Medium,3,0.22,213,0
30020496,Technical,0,0.52,4,Medium,3,0.83,273,0
30020497,Support,0,0.5,2,Medium,3,0.58,132,0
30020498,Support,0,0.62,4,Medium,3,0.61,140,0
30020499,Support,0,0.5,4,HIgh,2,0.67,173,0
30020500,Support,0,0.76,4,Low,2,0.56,189,0
30020501,Support,0,0.74,3,Medium,3,0.74,156,0
30020502,Support,0,0.97,4,Medium,5,0.92,238,0
30020503,Support,0,0.68,5,Medium,2,0.81,230,0
30020504,Support,0,0.49,4,Medium,2,0.48,242,0
30020505,Support,0,0.72,4,Low,3,0.73,197,0
30020506,Support,0,0.66,6,Low,5,0.97,164,0
30020507,Support,0,0.51,6,Low,5,0.15,248,0
30020508,Technical,0,0.76,5,Low,6,0.69,255,0
30020509,Technical,0,0.68,5,Low,4,0.61,225,0
30020510,Technical,0,0.58,3,Low,2,0.86,151,0
30020511,Management,0,0.88,4,Low,3,0.55,252,0
30020512,IT,0,0.74,4,Low,4,0.9,206,0
30020513,IT,0,0.4,2,Low,2,0.65,141,0
30020514,IT,0,0.92,5,Low,3,0.81,259,0
30020515,IT,0,0.86,5,Low,3,0.65,250,0
30020516,IT,0,0.86,4,Low,6,0.47,169,0
30020517,Product Management,0,0.53,3,Low,3,0.93,200,0
30020518,Product Management,0,0.9,4,Low,5,0.77,104,0
30020519,Product Management,0,0.82,6,Low,3,0.87,176,0
30020520,Product Management,0,0.84,5,Low,2,0.87,137,0
30020521,IT,0,0.75,2,Low,3,0.65,151,0
30020522,Research and Development,0,0.7,6,Low,6,0.21,130,0
30020523,Research and Development,0,0.59,4,Low,2,0.75,199,0
30020524,Research and Development,0,0.86,4,Low,2,0.72,191,0
30020525,Research and Development,0,0.63,3,Low,3,0.88,273,0
30020526,Research and Development,0,0.58,3,Medium,3,0.66,205,0
30020527,Marketing,0,0.75,3,Medium,3,0.8,181,0
30020528,Sales,0,0.55,4,Medium,3,0.22,261,0
30020529,Accounting,0,0.69,3,Medium,3,0.92,192,0
30020530,Support,0,0.77,4,Medium,3,0.54,271,0
30020531,Technical,0,0.56,4,Medium,3,0.91,158,0
30020532,Management,0,0.83,4,Medium,2,0.77,231,0
30020533,Marketing,0,0.51,3,Medium,3,0.61,156,0
30020534,Marketing,0,0.9,4,Medium,4,0.48,201,0
30020535,Marketing,0,0.69,3,Medium,4,0.25,187,0
30020536,Sales,0,0.7,3,Medium,4,0.91,132,0
30020537,Sales,0,0.58,5,Medium,3,0.72,147,0
30020538,Sales,0,0.71,4,HIgh,3,0.77,223,0
30020539,Sales,0,0.4,2,Low,2,0.41,194,0
30020540,Sales,0,0.49,4,Medium,2,0.51,234,0
30020541,Sales,0,0.79,3,Medium,3,0.72,149,0
30020542,Sales,0,0.57,3,Medium,3,0.47,162,0
30020543,Sales,0,0.67,4,Medium,2,0.53,238,0
30020544,Sales,0,0.52,5,Low,3,0.65,149,0
30020545,Sales,0,0.75,4,Low,5,0.18,170,0
30020546,Sales,0,0.48,3,Low,2,0.61,250,0
30020547,Sales,0,0.72,4,Low,2,0.86,167,0
30020548,Sales,0,0.77,4,Low,5,0.14,166,0
30020549,Sales,0,0.8,3,Low,2,0.63,205,0
30020550,Sales,0,0.57,3,Low,3,0.79,250,0
30020551,Sales,0,0.97,4,Low,3,0.78,142,0
30020552,Sales,0,0.52,4,Low,6,0.14,217,0
30020553,Sales,0,0.54,3,Low,3,0.85,139,0
30020554,Sales,0,0.75,4,Low,3,0.85,139,0
30020555,Accounting,0,0.76,5,Low,3,0.91,152,0
30020556,Accounting,0,0.74,3,Low,2,0.76,224,0
30020557,Accounting,0,0.72,5,Low,3,0.62,180,0
30020558,Human Resource,0,0.69,4,Low,2,0.53,216,0
30020559,Human Resource,0,0.63,3,Low,3,0.97,133,0
30020560,Human Resource,0,0.53,4,Low,3,0.48,271,0
30020561,Human Resource,0,0.55,4,Low,3,0.5,148,0
30020562,Technical,0,0.42,2,Low,4,0.32,99,0
30020563,Technical,0,0.77,4,Low,2,0.58,196,0
30020564,Technical,0,0.83,3,Low,2,0.81,196,0
30020565,Technical,0,0.84,4,Medium,3,0.48,228,0
30020566,Technical,0,0.88,4,Medium,2,0.96,165,0
30020567,Technical,0,0.9,3,Medium,2,0.56,235,0
30020568,Technical,0,0.96,4,Medium,2,0.63,167,0
30020569,Technical,0,0.5,5,Medium,5,0.21,255,0
30020570,Technical,0,0.78,3,Medium,3,0.94,184,0
30020571,Technical,0,0.89,4,Medium,3,0.94,239,0
30020572,Technical,0,0.54,3,Medium,2,0.96,153,0
30020573,Support,0,0.5,4,Medium,5,0.49,187,0
30020574,Support,0,0.68,2,Medium,2,0.82,285,0
30020575,Support,0,0.5,3,Medium,3,0.6,274,0
30020576,Support,0,0.5,3,Medium,3,0.76,156,0
30020577,Support,0,0.64,5,HIgh,2,0.69,265,0
30020578,Support,0,0.94,4,Low,3,1,144,0
30020579,Support,0,0.66,4,Medium,3,0.62,143,0
30020580,Support,0,0.99,4,Medium,6,0.4,214,0
30020581,Support,0,0.91,3,Medium,3,0.94,163,0
30020582,Support,0,0.84,4,Medium,4,0.76,236,0
30020583,Support,0,0.69,3,Low,4,0.58,146,0
30020584,Technical,0,0.78,4,Low,2,0.85,106,0
30020585,Technical,0,0.52,2,Low,3,0.45,105,0
30020586,Technical,0,0.67,3,Low,4,0.13,181,0
30020587,Management,0,0.5,5,Low,4,0.24,174,0
30020588,IT,0,0.69,3,Low,2,0.64,207,0
30020589,IT,0,0.61,6,Low,2,0.63,118,0
30020590,IT,0,0.99,4,Low,2,0.61,251,0
30020591,IT,0,0.99,2,Low,3,0.71,136,0
30020592,IT,0,0.89,5,Low,3,0.9,249,0
30020593,Product Management,0,0.76,4,Low,5,0.17,171,0
30020594,Product Management,0,0.97,3,Low,2,0.93,256,0
30020595,Product Management,0,0.89,5,Low,3,0.83,141,0
30020596,Product Management,0,0.75,4,Low,2,0.58,186,0
30020597,IT,0,0.5,3,Low,3,0.76,258,0
30020598,Research and Development,0,0.78,3,Low,2,0.5,228,0
30020599,Research and Development,0,0.81,5,Low,4,0.22,205,0
30020600,Research and Development,0,0.88,4,Low,3,0.9,174,0
30020601,Research and Development,0,0.63,3,Low,4,0.7,155,0
30020602,Research and Development,0,0.85,5,Low,3,0.73,245,0
30020603,Marketing,0,0.87,3,Low,3,0.84,271,0
30020604,Marketing,0,0.63,5,Medium,4,0.55,184,0
30020605,Sales,0,0.98,4,Medium,2,0.63,175,0
30020606,Accounting,0,0.92,3,Medium,3,0.51,224,0
30020607,Support,0,0.76,4,Medium,3,0.81,177,0
30020608,Technical,0,0.96,4,Medium,3,0.8,268,0
30020609,Management,0,0.97,4,Medium,3,0.99,208,0
30020610,Marketing,0,0.87,5,Medium,2,0.9,219,0
30020611,Marketing,0,0.67,5,Medium,5,0.65,128,0
30020612,Marketing,0,0.75,3,Medium,3,0.75,273,0
30020613,Sales,0,0.49,4,Medium,4,0.62,218,0
30020614,Sales,0,0.63,5,Medium,3,0.61,230,0
30020615,Sales,0,0.6,4,Medium,5,0.24,195,0
30020616,Sales,0,0.63,3,HIgh,3,0.71,254,0
30020617,Sales,0,0.8,2,Low,2,0.49,275,0
30020618,Sales,0,0.66,3,Medium,2,0.44,162,0
30020619,Sales,0,0.87,4,Medium,3,0.75,193,0
30020620,Sales,0,0.84,3,Medium,4,0.74,239,0
30020621,Sales,0,0.87,5,Medium,3,0.62,149,0
30020622,Sales,0,0.58,3,Low,3,0.51,155,0
30020623,Sales,0,0.59,5,Low,2,0.61,271,0
30020624,Sales,0,0.49,5,Low,3,0.56,163,0
30020625,Sales,0,0.76,3,Low,3,0.79,160,0
30020626,Sales,0,0.75,6,Low,5,0.68,274,0
30020627,Sales,0,0.84,2,Low,3,0.9,199,0
30020628,Sales,0,0.93,5,Low,3,0.83,241,0
30020629,Sales,0,0.82,3,Low,3,0.94,187,0
30020630,Sales,0,0.65,5,Low,3,0.21,223,0
30020631,Sales,0,0.87,3,Low,2,0.58,268,0
30020632,Accounting,0,0.38,6,Low,3,0.52,169,0
30020633,Accounting,0,0.67,5,Low,5,0.18,285,0
30020634,Accounting,0,0.91,5,Low,3,0.94,254,0
30020635,Human Resource,0,0.5,3,Low,4,0.69,208,0
30020636,Human Resource,0,0.83,4,Low,3,0.65,218,0
30020637,Human Resource,0,0.62,2,Low,3,0.46,187,0
30020638,Human Resource,0,0.62,4,Low,3,0.72,256,0
30020639,Technical,0,0.37,6,Low,3,0.3,278,0
30020640,Technical,0,0.51,4,Low,2,0.51,204,0
30020641,Technical,0,0.75,3,Low,2,0.43,108,0
30020642,Technical,0,0.94,3,Low,2,0.56,226,0
30020643,Technical,0,0.91,4,Medium,3,0.63,246,0
30020644,Technical,0,0.55,5,Medium,3,0.61,260,0
30020645,Technical,0,0.73,4,Medium,2,0.53,248,0
30020646,Technical,0,0.75,3,Medium,3,0.87,132,0
30020647,Technical,0,0.7,4,Medium,4,0.68,185,0
30020648,Technical,0,0.84,3,Medium,2,0.78,269,0
30020649,Technical,0,0.95,4,Medium,2,0.49,156,0
30020650,Support,0,0.81,3,Medium,3,0.96,212,0
30020651,Support,0,0.74,3,Medium,2,0.83,221,0
30020652,Support,0,0.67,5,Medium,3,0.48,273,0
30020653,Support,0,0.86,4,Medium,3,0.63,271,0
30020654,Support,0,0.38,4,Medium,5,0.87,183,0
30020655,Support,0,0.9,4,HIgh,6,0.21,271,0
30020656,Support,0,0.58,5,Low,3,0.79,165,0
30020657,Support,0,0.96,3,Medium,5,0.8,257,0
30020658,Support,0,0.82,4,Medium,3,0.78,143,0
30020659,Support,0,0.65,5,Medium,2,0.67,156,0
30020660,Support,0,0.71,3,Medium,3,0.67,190,0
30020661,Technical,0,0.67,2,Low,6,0.26,242,0
30020662,Technical,0,0.83,5,Low,4,0.89,267,0
30020663,Technical,0,0.53,4,Low,3,0.7,152,0
30020664,Management,0,0.48,5,Low,4,0.51,136,0
30020665,IT,0,0.88,3,Low,3,0.53,157,0
30020666,IT,0,0.51,4,Low,3,0.76,281,0
30020667,IT,0,0.93,5,Low,2,0.86,208,0
30020668,IT,0,0.96,5,Low,3,0.63,152,0
30020669,IT,0,0.86,5,Low,3,0.58,271,0
30020670,Product Management,0,0.83,4,Low,3,0.58,163,0
30020671,Product Management,0,0.82,4,Low,3,0.9,136,0
30020672,Product Management,0,0.57,4,Low,2,0.79,233,0
30020673,Product Management,0,0.74,4,Low,4,0.8,221,0
30020674,IT,0,0.65,2,Low,2,0.53,189,0
30020675,Research and Development,0,0.84,2,Low,3,0.52,226,0
30020676,Research and Development,0,0.59,5,Low,3,0.82,201,0
30020677,Research and Development,0,0.9,2,Low,4,0.68,133,0
30020678,Research and Development,0,0.61,3,Low,2,0.21,173,0
30020679,Research and Development,0,0.5,4,Low,3,0.81,152,0
30020680,Research and Development,0,0.9,3,Low,4,0.57,256,0
30020681,Marketing,0,0.72,3,Low,2,0.99,119,0
30020682,Sales,0,1,4,Medium,3,0.9,207,0
30020683,Accounting,0,0.64,3,Medium,3,0.76,189,0
30020684,Support,0,0.92,4,Medium,2,0.56,172,0
30020685,Technical,0,0.93,6,Medium,3,0.5,150,0
30020686,Management,0,0.89,5,Medium,3,0.48,179,0
30020687,Marketing,0,0.97,3,Medium,2,0.99,257,0
30020688,Marketing,0,0.8,5,Medium,2,0.76,229,0
30020689,Marketing,0,0.97,4,Medium,3,0.93,227,0
30020690,Sales,0,0.78,4,Medium,3,0.99,140,0
30020691,Sales,0,0.78,4,Medium,3,0.85,251,0
30020692,Sales,0,0.95,4,Medium,3,0.63,137,0
30020693,Sales,0,0.78,3,Medium,3,0.63,153,0
30020694,Sales,0,0.65,5,HIgh,3,0.5,242,0
30020695,Sales,0,0.57,3,Low,3,0.52,150,0
30020696,Sales,0,0.99,3,Medium,3,0.63,247,0
30020697,Sales,0,0.5,4,Medium,2,0.78,212,0
30020698,Sales,0,0.53,3,Medium,3,0.98,234,0
30020699,Sales,0,1,5,Medium,5,0.14,174,0
30020700,Sales,0,0.9,3,Low,2,0.7,225,0
30020701,Sales,0,0.6,4,Low,2,0.88,224,0
30020702,Sales,0,0.62,3,Low,4,0.72,270,0
30020703,Sales,0,0.51,4,Low,3,0.88,139,0
30020704,Sales,0,0.51,3,Low,4,0.71,248,0
30020705,Sales,0,0.85,3,Low,2,0.6,172,0
30020706,Sales,0,0.86,4,Low,3,0.88,224,0
30020707,Sales,0,0.72,5,Low,4,0.55,232,0
30020708,Sales,0,0.55,4,Low,2,0.85,260,0
30020709,Accounting,0,0.51,2,Low,4,0.84,117,0
30020710,Accounting,0,0.61,4,Low,2,0.91,243,0
30020711,Accounting,0,0.62,4,Low,2,0.82,202,0
30020712,Human Resource,0,0.91,2,Low,4,0.6,168,0
30020713,Human Resource,0,0.71,5,Low,3,0.89,194,0
30020714,Human Resource,0,0.97,4,Low,4,0.6,219,0
30020715,Human Resource,0,0.52,4,Low,3,0.64,207,0
30020716,Technical,0,0.88,4,Low,3,0.93,177,0
30020717,Technical,0,0.99,3,Low,2,0.81,239,0
30020718,Technical,0,0.49,4,Low,3,0.31,165,0
30020719,Technical,0,0.69,4,Low,2,0.68,225,0
30020720,Technical,0,0.59,3,Low,2,0.78,212,0
30020721,Technical,0,0.42,4,Medium,4,0.44,159,0
30020722,Technical,0,0.93,4,Medium,2,0.64,233,0
30020723,Technical,0,0.63,4,Medium,6,0.81,108,0
30020724,Technical,0,0.49,3,Medium,3,0.5,214,0
30020725,Technical,0,0.61,5,Medium,3,0.69,229,0
30020726,Technical,0,0.75,4,Medium,3,0.77,223,0
30020727,Support,0,0.56,4,Medium,3,0.69,178,0
30020728,Support,0,0.68,4,Medium,2,0.87,246,0
30020729,Support,0,0.91,4,Medium,3,0.85,145,0
30020730,Support,0,0.83,4,Medium,4,0.83,224,0
30020731,Support,0,0.51,3,Medium,3,0.68,259,0
30020732,Support,0,0.65,4,Medium,2,0.78,207,0
30020733,Support,0,0.89,3,HIgh,3,0.78,253,0
30020734,Support,0,0.68,4,Low,2,0.93,196,0
30020735,Support,0,0.75,3,Medium,3,0.54,240,0
30020736,Support,0,0.56,3,Medium,3,0.76,255,0
30020737,Support,0,0.72,3,Medium,2,0.4,139,0
30020738,Technical,0,0.81,3,Medium,2,0.73,168,0
30020739,Technical,0,0.98,5,Low,3,0.86,233,0
30020740,Technical,0,0.68,5,Low,6,0.38,211,0
30020741,Management,0,0.48,5,Low,3,0.71,114,0
30020742,IT,0,0.97,5,Low,2,0.58,202,0
30020743,IT,0,0.59,3,Low,3,0.67,177,0
30020744,IT,0,0.76,4,Low,4,0.55,233,0
30020745,IT,0,0.98,2,Low,2,0.76,111,0
30020746,IT,0,0.82,3,Low,3,0.7,178,0
30020747,Product Management,0,0.46,4,Low,4,0.66,204,0
30020748,Product Management,0,0.72,3,Low,3,0.96,272,0
30020749,Product Management,0,0.77,4,Low,4,0.6,157,0
30020750,Product Management,0,0.94,5,Low,3,0.54,229,0
30020751,IT,0,0.9,5,Low,3,0.85,202,0
30020752,Research and Development,0,0.84,3,Low,3,0.96,264,0
30020753,Research and Development,0,0.62,3,Low,3,0.86,256,0
30020754,Research and Development,0,0.87,3,Low,2,0.53,151,0
30020755,Research and Development,0,0.95,3,Low,3,0.91,251,0
30020756,Research and Development,0,0.7,5,Low,4,0.33,271,0
30020757,Research and Development,0,0.73,4,Low,2,0.75,274,0
30020758,Marketing,0,0.8,3,Low,3,0.97,169,0
30020759,Sales,0,0.51,4,Low,4,0.68,176,0
30020760,Accounting,0,0.7,5,Medium,2,0.68,168,0
30020761,Support,0,0.87,4,Medium,2,0.57,171,0
30020762,Technical,0,0.9,4,Medium,3,0.87,214,0
30020763,Management,0,0.91,5,Medium,2,0.5,224,0
30020764,Marketing,0,0.59,3,Medium,4,0.76,191,0
30020765,Marketing,0,0.61,5,Medium,4,0.79,96,0
30020766,Marketing,0,0.9,6,Medium,6,0.17,217,0
30020767,Sales,0,0.62,4,Medium,2,0.6,135,0
30020768,Sales,0,0.67,3,Medium,3,0.89,226,0
30020769,Sales,0,0.87,3,Medium,2,0.69,202,0
30020770,Sales,0,0.85,2,Medium,6,0.68,180,0
30020771,Sales,0,0.87,5,Medium,4,0.61,174,0
30020772,Sales,0,0.5,3,HIgh,2,0.63,140,0
30020773,Sales,0,0.96,4,Low,3,0.5,147,0
30020774,Sales,0,0.74,2,Medium,3,0.49,263,0
30020775,Sales,0,0.55,5,Medium,5,0.83,261,0
30020776,Sales,0,0.71,2,Medium,2,0.59,176,0
30020777,Sales,0,0.93,2,Medium,5,0.75,98,0
30020778,Sales,0,0.48,3,Low,3,0.66,192,0
30020779,Sales,0,0.51,4,Low,3,0.68,157,0
30020780,Sales,0,0.58,5,Low,3,0.73,230,0
30020781,Sales,0,0.53,4,Low,2,0.98,192,0
30020782,Sales,0,0.65,3,Low,3,0.86,161,0
30020783,Sales,0,0.55,3,Low,3,0.5,176,0
30020784,Sales,0,0.76,3,Low,3,0.76,216,0
30020785,Sales,0,0.47,4,Low,2,0.3,176,0
30020786,Accounting,0,0.86,3,Low,5,0.3,276,0
30020787,Accounting,0,0.59,3,Low,3,0.64,174,0
30020788,Accounting,0,0.75,3,Low,2,0.59,106,0
30020789,Human Resource,0,0.63,4,Low,3,0.85,154,0
30020790,Human Resource,0,0.93,3,Low,5,0.76,271,0
30020791,Human Resource,0,0.5,5,Low,2,0.63,246,0
30020792,Human Resource,0,0.86,4,Low,2,0.65,264,0
30020793,Technical,0,0.68,3,Low,2,0.43,197,0
30020794,Technical,0,0.56,4,Low,2,0.83,165,0
30020795,Technical,0,0.77,4,Low,2,0.49,218,0
30020796,Technical,0,0.73,3,Low,2,0.67,203,0
30020797,Technical,0,0.47,2,Low,6,0.9,107,0
30020798,Technical,0,0.96,3,Low,2,0.83,179,0
30020799,Technical,0,0.84,5,Medium,3,0.92,264,0
30020800,Technical,0,0.7,5,Medium,3,0.83,154,0
30020801,Technical,0,0.55,4,Medium,3,0.64,167,0
30020802,Technical,0,0.97,4,Medium,3,0.93,158,0
30020803,Technical,0,0.87,4,Medium,3,0.6,227,0
30020804,Support,0,0.69,3,Medium,2,0.74,230,0
30020805,Support,0,0.75,5,Medium,5,0.56,143,0
30020806,Support,0,0.77,4,Medium,3,0.61,142,0
30020807,Support,0,0.62,4,Medium,4,0.63,184,0
30020808,Support,0,0.62,5,Medium,4,0.24,169,0
30020809,Support,0,0.56,5,Medium,4,0.17,218,0
30020810,Support,0,0.64,2,Medium,3,0.46,121,0
